Page, Total Adds
page_1, 32
ID, Title, Price, ProductionYear, Mileage, Power, Fuel, Link
6099153671,Mercedes-Benz ACTROS 1845,142 000 PLN,2015,640 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-import-niemcy-big-space-solostar-concept-retarder-stan-bdb-ID6ELquj.html
6098881499,Mercedes-Benz Actros,61 000 EUR,2019,450 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-bigspace-lowdec-bez-retardera-po-serwisie-klima-ID6EKhGr.html

Page, Total Adds
page_8, 25
ID, Title, Price, ProductionYear, Mileage, Power, Fuel, Link
6097976857,Mercedes-Benz 1843,79 900 EUR,2020,165 000 km,10 677 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-1843-pelny-adr-paliwa-ID6EGulr.html
6099577529,Mercedes-Benz Actros,147 500 PLN,2016,834 650 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-mercedes-benz-actros-1845-salonka-ID6ENcKJ.html
6096332733,Mercedes-Benz ACTROS 1845,23 500 EUR,2014,915 534 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-actros-1845-ID6EzADj.html
6098858350,Mercedes-Benz ACTROS,41 500 EUR,2017,668 515 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-mercedes-benz-1845-standard-bigspace-ID6EKbF4.html
6099502954,Mercedes-Benz Actros,180 000 PLN,2015,604 267 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-mercedes-actros-18-450-ID6EMTlU.html
6098251267,Mercedes-Benz Actros 1842 MP4 LS 4X2 BigSpace EURO 6,54 400 EUR,2018,519 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1842-mp4-ls-4x2-bigspace-euro-6-i-wlasciciel-serwisowany-ID6EHDJp.html
6094762171,Mercedes-Benz Actros 1851 MP4 LS 4X2 BigSpace EURO 6,85 000 EUR,2020,144 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1851-mp4-ls-4x2-bigspace-euro-6-i-wlasciciel-serwisowany-ID6Et03F.html
6099562475,Mercedes-Benz 1845,60 000 EUR,2018,479 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-1845-ls-standard-bigspace-bez-retardera-po-serwisie-ID6EN8PW.html
6099131466,Mercedes-Benz,58 500 EUR,2018,345 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-big-space-baki-1300l-ID6ELkIa.html
6099557606,Mercedes-Benz Actros,61 000 EUR,2019,450 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-bigspace-lowdec-bez-retardera-po-serwisie-klima-ID6EN7zo.html
6095601455,Mercedes-Benz Actros 1846,55 900 EUR,2017,365 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1846-retarder-stan-idealny-ID6Evvow.html
6095257086,Mercedes-Benz 1840,139 000 PLN,2016,448 712 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-1840-actros-mp4-euro-6-hydraulika-super-stan-ID6Ew4Oa.html
6099123052,Mercedes-Benz Actros,235 000 PLN,2017,409 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-mp4-1845-lowliner-ID6ELivs.html
6091178478,Mercedes-Benz,119 000 PLN,2015,836 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-euro-6-low-deck-serwisowany-idealny-ID6EdXMa.html
6098839018,Mercedes-Benz actros,150 000 PLN,2017,834 121 km,12 500 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-actros-1845-mega-klima-postojowa-ID6EK6Dg.html
6098838051,Mercedes-Benz ACTROS 1845 / EURO 6 / AUTOMAT / STANDARD,112 000 PLN,2014,954 192 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-euro-6-automat-standard-ID6EK6nF.html
6098836703,Mercedes-Benz Actos 1836 / Welgro,165 000 PLN,2016,443 572 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actos-1836-welgro-ID6EK61W.html
6098314238,Mercedes-Benz Actros,30 000 EUR,2015,676 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845-gigaspace-lowdec-bez-retardera-po-serwisie-ID6EHU74.html
6094841740,Mercedes-Benz Actros 1845LSnRL,160 000 PLN,2016,860 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1845lsnrl-big-space-pierwszy-wlasiciel-salon-pl-mozliwosc-zakupu-z-praca-ID6EtkL2.html
6096797818,Mercedes-Benz Actros,120 000 PLN,2015,700 000 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-mercedes-actros-mp4-euro-6-pierwszy-wlasciciel-od-nowosci-ID6EBxCG.html
6099441162,Mercedes-Benz ACTROS MP4-EURO 6/TYLKO 319 TYŚ.KM/KLIMA KABINOWA/SUPER STAN !,148 500 PLN,2014,319 000 km,10 677 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-mp4-euro-6-tylko-319-tys-km-klima-kabinowa-super-stan-actros-mp4-euro-6-klima-kabinowa-webasto-super-stan-maly-przebieg-ID6EMDhg.html
6099415154,Mercedes-Benz Actros 1842,135 000 PLN,2016,607 986 km,12 809 cm3,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-1842-actros-1842-ID6EMvwM.html
6098318329,Mercedes-Benz Actross 1845,109 000 EUR,2022,1 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actross-1845-ID6EHWb3.html
6085464514,Mercedes-Benz Actros 18.42LS Standard BIG-SPACE !! Okazja,49 900 EUR,2018,498 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-18-42ls-standard-big-space-okazja-ID6DPZjs.html
6082279556,Mercedes-Benz Actros 18.45 LS Giga Full opcja !!!Niski przebieg,39 900 EUR,2016,598 000 km,,Diesel, https://www.otomoto.pl/oferta/mercedes-benz-actros-18-45-ls-giga-full-opcja-niski-przebieg-stan-jak-nowy-okazja-ID6DCCLa.html

